6545.45 0.0025371523
6546.41 0.0028724099
6547.37 0.0032078808
6548.32 0.0035425388
6549.28 0.0038772301
6550.24 0.0042132944
6551.20 0.0045490632
6552.16 0.0048835302
6553.11 0.0052182606
6554.08 0.0055556341
6555.04 0.0058837295
6555.99 0.0060362118
6556.95 0.0061893751
6557.91 0.0063426278
6558.87 0.0064953171
6559.83 0.0066481068
6560.80 0.0080070928
6561.75 0.0096110269
6562.72 0.0112222888
6563.68 0.0128343282
6564.64 0.0144414030
6565.60 0.0184845742
6566.56 0.0240573338
6567.52 0.0295932933
6568.48 0.0351319205
6569.44 0.0406957845
6570.40 0.0522330805
6571.36 0.0719128983
6572.32 0.0915975236
6573.29 0.1113675913
6574.25 0.1311525029
6575.21 0.1567026015
6576.18 0.2031261450
6577.14 0.2495617474
6578.10 0.2958438554
6579.06 0.3421618415
6580.02 0.3890690570
6580.99 0.4515915487
6581.95 0.5139142504
6582.91 0.5762937362
6583.88 0.6389188247
6584.84 0.7015990000
6585.80 0.7435933116
6586.77 0.7817276474
6587.73 0.8198969270
6588.70 0.8579255755
6589.66 0.8959882261
6590.62 0.9210326349
6591.59 0.9388952685
6592.55 0.9566915651
6593.52 0.9745033008
6594.48 0.9923845822
6595.45 1.0000000000
6596.41 0.9957811591
6597.38 0.9915450006
6598.35 0.9873072946
6599.31 0.9830830592
6600.27 0.9794882785
6601.24 0.9774792598
6602.21 0.9754672205
6603.17 0.9734612918
6604.14 0.9714537547
6605.11 0.9667095988
6606.07 0.9406997676
6607.04 0.9146662121
6608.01 0.8884207811
6608.98 0.8623645395
6609.94 0.8361775095
6610.91 0.7902434288
6611.88 0.7432706297
6612.85 0.6962621617
6613.81 0.6490721558
6614.78 0.6018471952
6615.75 0.5478497565
6616.72 0.4918018809
6617.69 0.4353132834
6618.66 0.3792348278
6619.62 0.3231407665
6620.59 0.2803260455
6621.56 0.2461554478
6622.53 0.2120774572
6623.50 0.1780061941
6624.47 0.1437694541
6625.44 0.1184482176
6626.41 0.1039801793
6627.38 0.0894492459
6628.35 0.0749063049
6629.32 0.0604101063
6630.29 0.0486589000
6631.26 0.0434297302
6632.23 0.0381986571
6633.20 0.0329866810
6634.17 0.0277702878
6635.14 0.0229647348
6636.11 0.0207455722
6637.08 0.0185333922
6638.05 0.0163126260
6639.03 0.0140899490
6640.00 0.0118742768
6640.97 0.0112524518
6641.94 0.0106324328
6642.91 0.0100122259
6643.88 0.0093939959
6644.85 0.0087755737
6645.83 0.0084121721
6646.80 0.0080940920
6647.77 0.0077770334
6648.75 0.0074585944
6649.72 0.0071400434
6650.69 0.0067933440
6651.66 0.0064348682
6652.64 0.0060748667
6653.61 0.0057147877
6654.59 0.0053558872
6655.56 0.0050223536
6656.54 0.0047115288
6657.51 0.0043995451
6658.49 0.0040873312
6659.46 0.0037762946
6660.43 0.0034652329
6661.41 0.0031530380
6662.39 0.0028406929
