5413.90 0.0017681350
5414.58 0.0018023480
5415.26 0.0018365788
5415.93 0.0018706724
5416.61 0.0019047830
5417.29 0.0019390825
5417.96 0.0019731021
5418.64 0.0020074290
5419.31 0.0020417732
5419.99 0.0020758400
5420.67 0.0022232269
5421.34 0.0023722067
5422.02 0.0025211391
5422.70 0.0026708793
5423.37 0.0028200277
5424.05 0.0029693385
5424.73 0.0031192425
5425.41 0.0032693111
5426.08 0.0034187907
5426.76 0.0035689823
5427.44 0.0037185765
5428.12 0.0038688752
5428.79 0.0040186864
5429.47 0.0041684514
5430.15 0.0043184140
5430.82 0.0044685740
5431.50 0.0046194490
5432.18 0.0047697411
5432.86 0.0049202085
5433.54 0.0050713968
5434.21 0.0052220035
5434.89 0.0053726755
5435.57 0.0055240662
5436.25 0.0056748766
5436.93 0.0058258708
5437.61 0.0059774622
5438.28 0.0061285798
5438.97 0.0062804223
5439.64 0.0064317885
5440.32 0.0067032375
5441.00 0.0071047231
5441.68 0.0075060609
5442.36 0.0079078556
5443.04 0.0083098127
5443.72 0.0087139266
5444.40 0.0091179133
5445.07 0.0095188769
5445.76 0.0099234721
5446.44 0.0103282292
5447.11 0.0107296612
5447.80 0.0111347059
5448.48 0.0115402091
5449.16 0.0119438359
5449.84 0.0123479133
5450.52 0.0129170229
5451.20 0.0135384914
5451.88 0.0141570955
5452.56 0.0147760008
5453.24 0.0153982950
5453.92 0.0160181739
5454.60 0.0166383284
5455.28 0.0172587557
5455.96 0.0178799057
5456.64 0.0185035718
5457.32 0.0191225840
5458.00 0.0197472240
5458.69 0.0203721458
5459.36 0.0209919798
5460.05 0.0216420428
5460.73 0.0226131311
5461.41 0.0235796987
5462.10 0.0245515046
5462.78 0.0255201931
5463.46 0.0264926859
5464.14 0.0274662141
5464.82 0.0284310343
5465.51 0.0294052624
5466.19 0.0303798236
5466.87 0.0313464094
5467.55 0.0323223617
5468.23 0.0332937732
5468.92 0.0342662433
5469.60 0.0352390387
5470.28 0.0363920059
5470.96 0.0378113413
5471.65 0.0392252428
5472.33 0.0406408308
5473.01 0.0420632000
5473.70 0.0434861586
5474.38 0.0449037253
5475.06 0.0463219591
5475.75 0.0477478754
5476.43 0.0491745351
5477.11 0.0505885912
5477.80 0.0520164918
5478.48 0.0534461305
5479.16 0.0548632019
5479.85 0.0562932250
5480.53 0.0577895105
5481.22 0.0592916706
5481.90 0.0608072827
5482.58 0.0623169832
5483.27 0.0638282086
5483.95 0.0653452215
5484.64 0.0668572766
5485.32 0.0683698815
5486.01 0.0698894896
5486.69 0.0714095429
5487.38 0.0729182063
5488.06 0.0744392306
5488.75 0.0759617012
5489.43 0.0774781911
5490.12 0.0789170511
5490.80 0.0799816610
5491.48 0.0810367950
5492.17 0.0821020721
5492.86 0.0831677070
5493.54 0.0842237658
5494.23 0.0852907237
5494.91 0.0863527324
5495.60 0.0874158186
5496.29 0.0884830395
5496.97 0.0895467965
5497.66 0.0906108521
5498.35 0.0916805685
5499.03 0.0927498607
5499.72 0.0938156841
5500.40 0.0953961497
5501.09 0.0973472230
5501.78 0.0992976392
5502.47 0.1012409193
5503.15 0.1031852065
5503.84 0.1051317177
5504.52 0.1070793100
5505.21 0.1090361934
5505.90 0.1109856236
5506.59 0.1129360809
5507.27 0.1148972008
5507.96 0.1168509323
5508.65 0.1188042024
5509.34 0.1207696331
5510.02 0.1227680254
5510.71 0.1259219169
5511.40 0.1290921851
5512.09 0.1322496851
5512.77 0.1354058959
5513.46 0.1385808355
5514.15 0.1417544382
5514.84 0.1449176857
5515.53 0.1480793634
5516.22 0.1512575307
5516.91 0.1544231893
5517.59 0.1575898770
5518.28 0.1607729497
5518.97 0.1639407840
5519.66 0.1671119694
5520.35 0.1701182659
5521.04 0.1729683017
5521.73 0.1758332440
5522.42 0.1786972500
5523.11 0.1815522266
5523.80 0.1844082408
5524.49 0.1872774469
5525.18 0.1901353865
5525.87 0.1930065617
5526.56 0.1958666456
5527.25 0.1987419775
5527.94 0.2016060658
5528.62 0.2044710442
5529.31 0.2073370951
5530.00 0.2102033069
5530.69 0.2128615317
5531.39 0.2155095763
5532.07 0.2181564113
5532.76 0.2208064530
5533.45 0.2234570060
5534.15 0.2261214742
